Time;Hora;Tempo (min);PT100 1 [ºC];PT100 2 [ºC];PT100 3 [ºC];PT100 4 [ºC];Umidade 1 [%];Temp. TH 1 [ºC];Umidade 2 [%];Temp. TH 2 [ºC];
18/08/2020 15:32:41,067;15:32:41;43,12;34,565942;-48,236859;33,998296;31,488311;77,96626;20,966491;83,830521;28,788321;
18/08/2020 15:32:42,067;15:32:42;43,13;34,566251;-48,235657;33,998142;31,488464;77,81193;20,966491;83,881964;28,685429;
18/08/2020 15:32:43,067;15:32:43;43,15;34,566867;-48,262571;33,99768;31,488311;77,81193;20,966491;83,881964;28,788321;
18/08/2020 15:32:44,068;15:32:44;43,17;34,565634;-48,257158;33,997988;31,487079;77,81193;21,120809;83,881964;28,736875;
18/08/2020 15:32:45,067;15:32:45;43,18;34,567483;-48,269037;33,999374;31,487079;77,863374;21,01793;83,779079;28,736875;
18/08/2020 15:32:46,069;15:32:46;43,20;34,567637;-48,243776;33,998296;31,487233;77,863374;21,01793;83,830521;28,736875;
18/08/2020 15:32:47,067;15:32:47;43,22;34,568099;-48,247084;33,999374;31,486617;77,81193;20,915052;83,830521;28,788321;
18/08/2020 15:32:48,067;15:32:48;43,23;34,567791;-48,261368;33,999528;31,487849;77,863374;20,915052;83,779079;28,685429;
18/08/2020 15:32:49,068;15:32:49;43,25;34,568253;-48,264977;33,999374;31,485386;77,863374;20,915052;83,727637;28,788321;
18/08/2020 15:32:50,068;15:32:50;43,27;34,569024;-48,262872;33,99845;31,485078;77,914817;21,01793;83,830521;28,788321;
18/08/2020 15:32:51,068;15:32:51;43,28;34,568407;-48,245881;33,998142;31,48554;77,96626;21,06937;83,779079;28,685429;
18/08/2020 15:32:52,068;15:32:52;43,30;34,570564;-48,255204;33,996909;31,485232;77,914817;21,06937;83,779079;28,788321;
18/08/2020 15:32:53,069;15:32:53;43,32;34,569794;-48,236709;33,996601;31,484;77,863374;21,01793;83,933406;28,736875;
18/08/2020 15:32:54,069;15:32:54;43,33;34,569794;-48,248437;33,993059;31,481384;77,863374;21,06937;83,779079;28,736875;
18/08/2020 15:32:55,067;15:32:55;43,35;34,57118;-48,223628;33,992751;31,478767;77,81193;21,01793;83,881964;28,788321;
18/08/2020 15:32:56,069;15:32:56;43,37;34,570564;-48,228439;33,991672;31,477535;77,81193;21,01793;83,881964;28,736875;
18/08/2020 15:32:57,067;15:32:57;43,38;34,571643;-48,245881;33,990132;31,476458;77,760487;20,966491;83,830521;28,736875;
18/08/2020 15:32:58,067;15:32:58;43,40;34,571026;-48,243776;33,988746;31,473533;77,863374;20,863613;83,830521;28,788321;
18/08/2020 15:32:59,068;15:32:59;43,42;34,571797;-48,254301;33,989978;31,474765;77,81193;20,966491;83,830521;28,788321;
18/08/2020 15:33:00,069;15:33:00;43,43;34,572259;-48,263624;33,990594;31,474303;77,863374;21,01793;83,727637;28,685429;
18/08/2020 15:33:01,068;15:33:01;43,45;34,572105;-48,238062;33,991672;31,474303;77,914817;21,01793;83,830521;28,788321;
18/08/2020 15:33:02,068;15:33:02;43,47;34,573029;-48,230695;33,993675;31,475842;77,863374;21,01793;83,881964;28,736875;
18/08/2020 15:33:03,068;15:33:03;43,48;34,574108;-48,240919;33,996447;31,47692;77,96626;20,863613;83,830521;28,685429;
18/08/2020 15:33:04,068;15:33:04;43,50;34,573954;-48,234454;33,996139;31,477843;77,863374;20,966491;83,881964;28,736875;
18/08/2020 15:33:05,069;15:33:05;43,52;34,573954;-48,246032;33,996755;31,476766;77,863374;21,01793;83,933406;28,736875;
18/08/2020 15:33:06,068;15:33:06;43,53;34,57534;-48,250693;33,996447;31,477228;77,81193;21,01793;83,779079;28,788321;
18/08/2020 15:33:07,067;15:33:07;43,55;34,574878;-48,243175;33,999374;31,477382;77,863374;21,06937;83,881964;28,736875;
18/08/2020 15:33:08,067;15:33:08;43,57;34,574724;-48,247084;33,99845;31,478767;77,914817;21,01793;83,779079;28,685429;
18/08/2020 15:33:09,067;15:33:09;43,58;34,575802;-48,251745;33,999374;31,478613;77,81193;21,01793;83,830521;28,788321;
18/08/2020 15:33:10,068;15:33:10;43,60;34,57611;-48,235957;33,998758;31,478305;77,81193;21,01793;83,933406;28,788321;
18/08/2020 15:33:11,068;15:33:11;43,62;34,57534;-48,209042;33,997988;31,48046;77,914817;20,915052;83,779079;28,736875;
18/08/2020 15:33:12,068;15:33:12;43,63;34,577035;-48,205283;33,999374;31,479844;77,914817;21,01793;83,779079;28,788321;
18/08/2020 15:33:13,068;15:33:13;43,65;34,576573;-48,210546;33,998912;31,48123;77,914817;21,01793;83,933406;28,891213;
18/08/2020 15:33:14,067;15:33:14;43,67;34,577343;-48,210546;34,000606;31,480306;77,914817;21,01793;83,830521;28,736875;
18/08/2020 15:33:15,067;15:33:15;43,68;34,577959;-48,20393;34,003071;31,482307;77,863374;20,915052;83,830521;28,736875;
18/08/2020 15:33:16,068;15:33:16;43,70;34,577497;-48,194307;34,001684;31,481538;77,760487;20,966491;83,830521;28,736875;
18/08/2020 15:33:17,069;15:33:17;43,72;34,578113;-48,205133;34,002301;31,480922;77,863374;20,966491;83,830521;28,685429;
18/08/2020 15:33:18,068;15:33:18;43,73;34,578421;-48,201073;34,002609;31,48046;77,914817;21,01793;83,779079;28,839767;
18/08/2020 15:33:19,067;15:33:19;43,75;34,579808;-48,199419;34,002763;31,481384;77,81193;21,01793;83,830521;28,788321;
18/08/2020 15:33:20,067;15:33:20;43,77;34,579654;-48,197314;34,003071;31,481999;77,81193;21,06937;83,830521;28,685429;
18/08/2020 15:33:21,067;15:33:21;43,78;34,580732;-48,208742;34,001222;31,48046;77,863374;21,01793;83,984848;28,736875;
18/08/2020 15:33:22,067;15:33:22;43,80;34,580424;-48,21205;34,002455;31,480152;77,914817;21,01793;84,087733;28,736875;
18/08/2020 15:33:23,068;15:33:23;43,82;34,58104;-48,219869;34,001838;31,479383;77,96626;21,01793;83,779079;28,736875;
18/08/2020 15:33:24,067;15:33:24;43,83;34,580424;-48,209193;34,001838;31,479537;77,96626;21,06937;83,830521;28,736875;
18/08/2020 15:33:25,067;15:33:25;43,85;34,582119;-48,214456;34,000606;31,479998;77,914817;21,06937;83,830521;28,736875;
18/08/2020 15:33:26,067;15:33:26;43,87;34,581965;-48,216711;34,001222;31,479998;77,863374;20,966491;83,830521;28,685429;
18/08/2020 15:33:27,067;15:33:27;43,88;34,581657;-48,211749;34,000606;31,47969;77,863374;21,06937;83,830521;28,736875;
18/08/2020 15:33:28,067;15:33:28;43,90;34,583505;-48,197164;34,00076;31,478305;77,863374;21,06937;84,036291;28,788321;
18/08/2020 15:33:29,067;15:33:29;43,92;34,583967;-48,213854;34,000452;31,478151;77,81193;21,06937;83,933406;28,736875;
18/08/2020 15:33:30,067;15:33:30;43,93;34,584738;-48,209494;33,999682;31,477689;77,81193;21,01793;83,881964;28,788321;
18/08/2020 15:33:31,068;15:33:31;43,95;34,583813;-48,22047;33,999528;31,474303;77,81193;21,06937;83,933406;28,736875;
18/08/2020 15:33:32,067;15:33:32;43,97;34,588127;-48,201374;33,995523;31,471686;77,863374;21,01793;83,933406;28,736875;
18/08/2020 15:33:33,067;15:33:33;43,98;34,586586;-48,200321;33,994599;31,470301;77,863374;21,01793;83,933406;28,736875;
18/08/2020 15:33:34,067;15:33:34;44,00;34,586432;-48,206637;33,995061;31,468454;77,863374;20,966491;83,933406;28,685429;
18/08/2020 15:33:35,068;15:33:35;44,02;34,587973;-48,217312;33,993367;31,467992;77,863374;21,01793;83,933406;28,788321;
18/08/2020 15:33:36,068;15:33:36;44,03;34,587665;-48,202878;33,991826;31,466145;77,914817;21,06937;83,984848;28,736875;
18/08/2020 15:33:37,068;15:33:37;44,05;34,589205;-48,198667;33,99121;31,465683;77,914817;21,06937;83,984848;28,685429;
18/08/2020 15:33:38,067;15:33:38;44,07;34,588281;-48,196111;33,989824;31,463836;77,96626;21,01793;83,933406;28,685429;
18/08/2020 15:33:39,067;15:33:39;44,08;34,590592;-48,201825;33,989978;31,464913;77,81193;20,966491;83,933406;28,736875;
18/08/2020 15:33:40,067;15:33:40;44,10;34,589205;-48,199419;33,98967;31,46322;77,863374;21,06937;83,933406;28,736875;
18/08/2020 15:33:41,067;15:33:41;44,12;34,591054;-48,210546;33,9889;31,462912;77,863374;21,120809;83,933406;28,736875;
18/08/2020 15:33:42,067;15:33:42;44,13;34,590592;-48,213253;33,988438;31,461681;77,760487;21,01793;83,984848;28,788321;
18/08/2020 15:33:43,067;15:33:43;44,15;34,590284;-48,219718;33,98813;31,459834;77,863374;20,966491;83,984848;28,633983;
18/08/2020 15:33:44,067;15:33:44;44,17;34,5909;-48,204983;33,988746;31,459064;77,863374;21,01793;83,984848;28,685429;
18/08/2020 15:33:45,067;15:33:45;44,18;34,591054;-48,212802;33,988284;31,455985;77,863374;20,863613;84,087733;28,788321;
18/08/2020 15:33:46,068;15:33:46;44,20;34,591516;-48,214004;33,988284;31,456909;77,863374;21,01793;83,933406;28,633983;
18/08/2020 15:33:47,067;15:33:47;44,22;34,593211;-48,214305;33,987822;31,455985;77,96626;21,01793;83,984848;28,736875;
18/08/2020 15:33:48,067;15:33:48;44,23;34,591979;-48,196111;33,987513;31,455831;77,863374;21,06937;84,036291;28,685429;
18/08/2020 15:33:49,067;15:33:49;44,25;34,592441;-48,185736;33,986281;31,454138;77,863374;21,06937;83,984848;28,685429;
18/08/2020 15:33:50,067;15:33:50;44,27;34,593827;-48,190247;33,986743;31,454446;77,914817;21,120809;83,984848;28,685429;
18/08/2020 15:33:51,068;15:33:51;44,28;34,594752;-48,199269;33,985511;31,452907;77,863374;21,06937;83,984848;28,685429;
18/08/2020 15:33:52,068;15:33:52;44,30;34,594752;-48,205283;33,985819;31,451521;77,96626;21,06937;83,933406;28,736875;
18/08/2020 15:33:53,067;15:33:53;44,32;34,594444;-48,203178;33,985049;31,450906;77,81193;21,01793;83,984848;28,736875;
18/08/2020 15:33:54,066;15:33:54;44,33;34,594444;-48,195209;33,984587;31,448443;77,863374;21,01793;83,933406;28,736875;
18/08/2020 15:33:55,068;15:33:55;44,35;34,593827;-48,20408;33,983047;31,448597;77,914817;20,966491;83,933406;28,788321;
18/08/2020 15:33:56,067;15:33:56;44,37;34,593981;-48,193405;33,981968;31,447519;77,760487;20,966491;83,984848;28,736875;
18/08/2020 15:33:57,066;15:33:57;44,38;34,595522;-48,192803;33,982122;31,447519;77,914817;21,01793;83,881964;28,736875;
18/08/2020 15:33:58,066;15:33:58;44,40;34,595522;-48,196863;33,979042;31,446134;77,914817;20,966491;83,933406;28,736875;
18/08/2020 15:33:59,066;15:33:59;44,42;34,594444;-48,18724;33,97935;31,446288;77,863374;21,120809;83,984848;28,736875;
18/08/2020 15:34:00,066;15:34:00;44,43;34,594752;-48,198367;33,978734;31,445826;77,863374;21,06937;83,933406;28,633983;
18/08/2020 15:34:01,067;15:34:01;44,45;34,59506;-48,19145;33,977347;31,444903;77,914817;21,01793;83,933406;28,788321;
18/08/2020 15:34:02,066;15:34:02;44,47;34,596138;-48,201675;33,975499;31,444749;77,863374;21,01793;83,984848;28,685429;
18/08/2020 15:34:03,066;15:34:03;44,48;34,595676;-48,205584;33,975807;31,443825;77,863374;21,06937;83,881964;28,685429;
18/08/2020 15:34:04,067;15:34:04;44,50;34,595984;-48,189796;33,973497;31,444595;77,81193;21,01793;84,036291;28,736875;
18/08/2020 15:34:05,066;15:34:05;44,52;34,59583;-48,180925;33,972573;31,444133;77,863374;21,06937;83,933406;28,685429;
18/08/2020 15:34:06,067;15:34:06;44,53;34,596446;-48,189796;33,970108;31,441362;77,657601;21,06937;83,984848;28,788321;
18/08/2020 15:34:07,067;15:34:07;44,55;34,597987;-48,180323;33,968414;31,4409;77,760487;21,01793;83,933406;28,685429;
18/08/2020 15:34:08,067;15:34:08;44,57;34,597679;-48,186037;33,967798;31,44167;77,657601;21,06937;83,933406;28,685429;
18/08/2020 15:34:09,067;15:34:09;44,58;34,597525;-48,190849;33,967798;31,439669;77,760487;20,966491;83,933406;28,736875;
18/08/2020 15:34:10,067;15:34:10;44,60;34,599219;-48,180624;33,967181;31,438284;77,657601;20,966491;84,036291;28,736875;
18/08/2020 15:34:11,067;15:34:11;44,62;34,599065;-48,178669;33,965333;31,437514;77,709044;20,966491;83,933406;28,788321;
18/08/2020 15:34:12,067;15:34:12;44,63;34,600298;-48,175662;33,963793;31,435513;77,760487;21,120809;83,984848;28,736875;
18/08/2020 15:34:13,066;15:34:13;44,65;34,598911;-48,174008;33,963331;31,434589;77,709044;21,01793;83,984848;28,736875;
18/08/2020 15:34:14,067;15:34:14;44,67;34,59999;-48,176414;33,962407;31,432588;77,863374;21,06937;83,984848;28,788321;
18/08/2020 15:34:15,066;15:34:15;44,68;34,600298;-48,178519;33,958248;31,429048;77,914817;21,01793;83,984848;28,736875;
18/08/2020 15:34:16,067;15:34:16;44,70;34,600452;-48,182879;33,959018;31,427355;77,657601;21,01793;83,933406;28,685429;
18/08/2020 15:34:17,068;15:34:17;44,72;34,601068;-48,177316;33,956553;31,424892;77,760487;20,966491;83,933406;28,736875;
18/08/2020 15:34:18,068;15:34:18;44,73;34,602301;-48,174609;33,953165;31,423353;77,863374;21,01793;83,984848;28,685429;
18/08/2020 15:34:19,067;15:34:19;44,75;34,602763;-48,177767;33,952857;31,422275;77,606158;21,01793;83,984848;28,736875;
18/08/2020 15:34:20,066;15:34:20;44,77;34,603379;-48,168895;33,951624;31,420274;77,709044;20,966491;84,036291;28,736875;
18/08/2020 15:34:21,067;15:34:21;44,78;34,60492;-48,173707;33,949006;31,419197;77,914817;20,966491;83,984848;28,736875;
18/08/2020 15:34:22,067;15:34:22;44,80;34,604457;-48,182127;33,947466;31,419043;77,914817;21,06937;83,933406;28,633983;
18/08/2020 15:34:23,067;15:34:23;44,82;34,605228;-48,169196;33,945925;31,418119;77,863374;21,06937;83,984848;28,685429;
18/08/2020 15:34:24,067;15:34:24;44,83;34,604457;-48,168745;33,944847;31,419043;77,914817;21,01793;83,984848;28,685429;
18/08/2020 15:34:25,067;15:34:25;44,85;34,604612;-48,167241;33,943769;31,419043;77,914817;21,01793;84,036291;28,633983;
18/08/2020 15:34:26,067;15:34:26;44,87;34,60492;-48,168895;33,943153;31,419043;77,914817;21,01793;83,984848;28,788321;
18/08/2020 15:34:27,066;15:34:27;44,88;34,60492;-48,168745;33,942383;31,418889;77,914817;21,120809;83,933406;28,736875;
18/08/2020 15:34:28,067;15:34:28;44,90;34,603071;-48,161227;33,939918;31,417503;77,914817;21,120809;83,933406;28,685429;
18/08/2020 15:34:29,068;15:34:29;44,92;34,604766;-48,140627;33,940996;31,417196;77,81193;21,01793;83,933406;28,736875;
18/08/2020 15:34:30,067;15:34:30;44,93;34,602917;-48,127695;33,938532;31,41581;77,81193;21,01793;83,933406;28,685429;
18/08/2020 15:34:31,066;15:34:31;44,95;34,601838;-48,13386;33,935913;31,415964;77,863374;21,06937;83,933406;28,736875;
18/08/2020 15:34:32,066;15:34:32;44,97;34,602917;-48,130101;33,93653;31,411654;77,863374;20,966491;83,933406;28,839767;
18/08/2020 15:34:33,066;15:34:33;44,98;34,603995;-48,1295;33,936992;31,412578;77,863374;20,966491;83,984848;28,788321;
18/08/2020 15:34:34,066;15:34:34;45,00;34,602917;-48,139875;33,933449;31,410577;77,863374;20,966491;83,984848;28,633983;
18/08/2020 15:34:35,066;15:34:35;45,02;34,603225;-48,132958;33,932679;31,409038;77,863374;20,966491;83,984848;28,685429;
18/08/2020 15:34:36,066;15:34:36;45,03;34,603841;-48,131755;33,93006;31,406729;77,96626;21,01793;83,881964;28,685429;
18/08/2020 15:34:37,066;15:34:37;45,05;34,603995;-48,118673;33,928828;31,405189;77,914817;21,06937;83,933406;28,788321;
18/08/2020 15:34:38,066;15:34:38;45,07;34,603841;-48,111606;33,927596;31,403342;77,914817;21,06937;83,933406;28,736875;
18/08/2020 15:34:39,066;15:34:39;45,08;34,604612;-48,117019;33,925286;31,402727;77,863374;21,01793;83,933406;28,736875;
18/08/2020 15:34:40,067;15:34:40;45,10;34,602763;-48,116718;33,922975;31,400725;77,81193;21,06937;83,984848;28,788321;
18/08/2020 15:34:41,066;15:34:41;45,12;34,605382;-48,114463;33,921127;31,400572;77,863374;21,326565;83,933406;28,685429;
18/08/2020 15:34:42,067;15:34:42;45,13;34,605536;-48,115516;33,919586;31,399802;77,863374;20,966491;83,933406;28,736875;
18/08/2020 15:34:43,066;15:34:43;45,15;34,60492;-48,119876;33,9182;31,397955;78,017703;21,01793;84,036291;28,736875;
18/08/2020 15:34:44,066;15:34:44;45,17;34,605228;-48,118824;33,91666;31,396723;77,863374;21,01793;83,933406;28,685429;
18/08/2020 15:34:45,066;15:34:45;45,18;34,60646;-48,119124;33,914504;31,392721;77,914817;21,01793;83,933406;28,736875;
18/08/2020 15:34:46,066;15:34:46;45,20;34,605382;-48,115516;33,911731;31,390566;77,96626;20,966491;84,036291;28,788321;
18/08/2020 15:34:47,067;15:34:47;45,22;34,605536;-48,118372;33,910653;31,389181;77,914817;21,01793;83,984848;28,685429;
18/08/2020 15:34:48,067;15:34:48;45,23;34,606922;-48,11717;33,908342;31,387796;77,81193;21,06937;83,933406;28,736875;
18/08/2020 15:34:49,066;15:34:49;45,25;34,606922;-48,127846;33,903106;31,385795;77,863374;21,06937;83,933406;28,736875;
18/08/2020 15:34:50,067;15:34:50;45,27;34,607076;-48,116418;33,902951;31,381947;77,863374;21,06937;83,933406;28,685429;
18/08/2020 15:34:51,066;15:34:51;45,28;34,60646;-48,112207;33,899409;31,380869;77,863374;21,06937;84,087733;28,736875;
18/08/2020 15:34:52,066;15:34:52;45,30;34,605998;-48,108899;33,898947;31,379946;77,760487;21,01793;83,933406;28,685429;
18/08/2020 15:34:53,066;15:34:53;45,32;34,60569;-48,118222;33,89679;31,378868;77,863374;21,06937;83,933406;28,736875;
18/08/2020 15:34:54,066;15:34:54;45,33;34,608001;-48,110403;33,89679;31,379484;77,81193;21,01793;83,984848;28,736875;
18/08/2020 15:34:55,067;15:34:55;45,35;34,607385;-48,111155;33,893864;31,377483;77,81193;21,06937;83,933406;28,685429;
18/08/2020 15:34:56,066;15:34:56;45,37;34,607385;-48,11326;33,89294;31,378406;77,81193;21,06937;83,984848;28,736875;
18/08/2020 15:34:57,066;15:34:57;45,38;34,605998;-48,107396;33,889859;31,377637;77,914817;20,966491;83,984848;28,736875;
18/08/2020 15:34:58,066;15:34:58;45,40;34,607847;-48,107245;33,890937;31,37856;77,81193;21,01793;83,984848;28,685429;
18/08/2020 15:34:59,066;15:34:59;45,42;34,606922;-48,106945;33,891399;31,380715;77,914817;21,01793;83,984848;28,736875;
18/08/2020 15:35:00,066;15:35:00;45,43;34,608155;-48,105591;33,891091;31,380407;77,863374;20,966491;83,933406;28,685429;
18/08/2020 15:35:01,066;15:35:01;45,45;34,606152;-48,101832;33,89217;31,3821;77,96626;21,06937;83,933406;28,685429;
18/08/2020 15:35:02,066;15:35:02;45,47;34,607847;-48,109501;33,894788;31,385179;77,914817;21,01793;84,036291;28,685429;
18/08/2020 15:35:03,067;15:35:03;45,48;34,608309;-48,10514;33,894942;31,386564;77,81193;21,06937;83,933406;28,685429;
18/08/2020 15:35:04,066;15:35:04;45,50;34,606306;-48,104388;33,89602;31,388719;77,81193;20,915052;83,933406;28,736875;
18/08/2020 15:35:05,066;15:35:05;45,52;34,607847;-48,104839;33,897252;31,389797;77,914817;21,120809;84,036291;28,685429;
18/08/2020 15:35:06,067;15:35:06;45,53;34,608771;-48,106343;33,898177;31,393799;77,863374;21,120809;83,933406;28,633983;
18/08/2020 15:35:07,066;15:35:07;45,55;34,608001;-48,102434;33,897561;31,393337;77,81193;21,01793;83,881964;28,788321;
18/08/2020 15:35:08,067;15:35:08;45,57;34,609387;-48,104388;33,898023;31,395646;77,81193;21,01793;83,984848;28,788321;
18/08/2020 15:35:09,066;15:35:09;45,58;34,608617;-48,107546;33,898331;31,395492;77,863374;21,01793;83,881964;28,736875;
18/08/2020 15:35:10,067;15:35:10;45,60;34,609233;-48,106193;33,89679;31,397185;77,81193;20,966491;83,933406;28,788321;
18/08/2020 15:35:11,066;15:35:11;45,62;34,610312;-48,1092;33,89679;31,397955;78,017703;21,01793;83,933406;28,685429;
18/08/2020 15:35:12,066;15:35:12;45,63;34,609541;-48,106042;33,895866;31,399802;77,863374;21,01793;83,933406;28,685429;
18/08/2020 15:35:13,066;15:35:13;45,65;34,611698;-48,106193;33,896944;31,400572;77,914817;20,966491;84,036291;28,685429;
18/08/2020 15:35:14,066;15:35:14;45,67;34,609696;-48,103486;33,89525;31,403958;77,863374;20,966491;83,881964;28,633983;
18/08/2020 15:35:15,066;15:35:15;45,68;34,611236;-48,106343;33,894788;31,404266;77,914817;21,06937;83,984848;28,736875;
18/08/2020 15:35:16,066;15:35:16;45,70;34,611544;-48,106644;33,89525;31,405651;77,96626;21,01793;84,036291;28,736875;
18/08/2020 15:35:17,065;15:35:17;45,72;34,612161;-48,101982;33,89371;31,406883;77,863374;21,172248;83,881964;28,685429;
18/08/2020 15:35:18,066;15:35:18;45,73;34,610312;-48,098073;33,894788;31,406883;77,863374;21,01793;83,933406;28,685429;
18/08/2020 15:35:19,067;15:35:19;45,75;34,61139;-48,100629;33,893556;31,409807;77,81193;21,01793;83,933406;28,685429;
18/08/2020 15:35:20,065;15:35:20;45,77;34,611698;-48,099727;33,895404;31,411039;77,914817;21,06937;83,881964;28,685429;
18/08/2020 15:35:21,066;15:35:21;45,78;34,612315;-48,099727;33,895404;31,411192;77,863374;21,01793;83,984848;28,736875;
18/08/2020 15:35:22,066;15:35:22;45,80;34,612469;-48,099426;33,894326;31,411654;77,863374;21,01793;83,881964;28,736875;
18/08/2020 15:35:23,066;15:35:23;45,82;34,612315;-48,097321;33,89448;31,411654;77,863374;21,01793;83,984848;28,736875;
18/08/2020 15:35:24,066;15:35:24;45,83;34,611236;-48,09702;33,89602;31,412732;77,81193;20,966491;83,984848;28,685429;
18/08/2020 15:35:25,066;15:35:25;45,85;34,610774;-48,096419;33,89525;31,411962;77,914817;21,06937;83,933406;28,685429;
18/08/2020 15:35:26,066;15:35:26;45,87;34,61062;-48,100479;33,89525;31,413347;77,914817;20,966491;83,933406;28,736875;
